premise,conclusion,item,category,blankpredicate,predicate_id,argument_id
Feets have wugs.,All vehicles have wugs.,feet,vehicle,have,5,1
Feets have feps.,All vehicles have feps.,feet,vehicle,have,5,2
Feets have blickets.,All vehicles have blickets.,feet,vehicle,have,5,3
Feets have jabberwocks.,All vehicles have jabberwocks.,feet,vehicle,have,5,4
Feets have toves.,All vehicles have toves.,feet,vehicle,have,5,5
Skis can dax.,All vehicles can dax.,ski,vehicle,can,1,1
Skis can wif.,All vehicles can wif.,ski,vehicle,can,1,2
Skis can blick.,All vehicles can blick.,ski,vehicle,can,1,3
Skis can gyre.,All vehicles can gyre.,ski,vehicle,can,1,4
Skis can gimble.,All vehicles can gimble.,ski,vehicle,can,1,5
Skis can be daxed.,All vehicles can be daxed.,ski,vehicle,can be,2,1
Skis can be wiffed.,All vehicles can be wiffed.,ski,vehicle,can be,2,2
Skis can be blicked.,All vehicles can be blicked.,ski,vehicle,can be,2,3
Skis can be gyred.,All vehicles can be gyred.,ski,vehicle,can be,2,4
Skis can be gimbled.,All vehicles can be gimbled.,ski,vehicle,can be,2,5
Skis are beamish.,All vehicles are beamish.,ski,vehicle,are,3,1
Skis are slithy.,All vehicles are slithy.,ski,vehicle,are,3,2
Skis are mimsy.,All vehicles are mimsy.,ski,vehicle,are,3,3
Skis are vorpal.,All vehicles are vorpal.,ski,vehicle,are,3,4
Skis are frabjous.,All vehicles are frabjous.,ski,vehicle,are,3,5
Skis use a wug.,All vehicles use a wug.,ski,vehicle,use a,4,1
Skis use a fep.,All vehicles use a fep.,ski,vehicle,use a,4,2
Skis use a blicket.,All vehicles use a blicket.,ski,vehicle,use a,4,3
Skis use a jabberwock.,All vehicles use a jabberwock.,ski,vehicle,use a,4,4
Skis use a tove.,All vehicles use a tove.,ski,vehicle,use a,4,5
Skis have wugs.,All vehicles have wugs.,ski,vehicle,have,5,1
Skis have feps.,All vehicles have feps.,ski,vehicle,have,5,2
Skis have blickets.,All vehicles have blickets.,ski,vehicle,have,5,3
Skis have jabberwocks.,All vehicles have jabberwocks.,ski,vehicle,have,5,4
Skis have toves.,All vehicles have toves.,ski,vehicle,have,5,5
Skateboards can dax.,All vehicles can dax.,skateboard,vehicle,can,1,1
Skateboards can wif.,All vehicles can wif.,skateboard,vehicle,can,1,2
Skateboards can blick.,All vehicles can blick.,skateboard,vehicle,can,1,3
Skateboards can gyre.,All vehicles can gyre.,skateboard,vehicle,can,1,4
Skateboards can gimble.,All vehicles can gimble.,skateboard,vehicle,can,1,5
Skateboards can be daxed.,All vehicles can be daxed.,skateboard,vehicle,can be,2,1
Skateboards can be wiffed.,All vehicles can be wiffed.,skateboard,vehicle,can be,2,2
Skateboards can be blicked.,All vehicles can be blicked.,skateboard,vehicle,can be,2,3
Skateboards can be gyred.,All vehicles can be gyred.,skateboard,vehicle,can be,2,4
Skateboards can be gimbled.,All vehicles can be gimbled.,skateboard,vehicle,can be,2,5
Skateboards are beamish.,All vehicles are beamish.,skateboard,vehicle,are,3,1
Skateboards are slithy.,All vehicles are slithy.,skateboard,vehicle,are,3,2
Skateboards are mimsy.,All vehicles are mimsy.,skateboard,vehicle,are,3,3
Skateboards are vorpal.,All vehicles are vorpal.,skateboard,vehicle,are,3,4
Skateboards are frabjous.,All vehicles are frabjous.,skateboard,vehicle,are,3,5
Skateboards use a wug.,All vehicles use a wug.,skateboard,vehicle,use a,4,1
Skateboards use a fep.,All vehicles use a fep.,skateboard,vehicle,use a,4,2
Skateboards use a blicket.,All vehicles use a blicket.,skateboard,vehicle,use a,4,3
Skateboards use a jabberwock.,All vehicles use a jabberwock.,skateboard,vehicle,use a,4,4
Skateboards use a tove.,All vehicles use a tove.,skateboard,vehicle,use a,4,5
Skateboards have wugs.,All vehicles have wugs.,skateboard,vehicle,have,5,1
Skateboards have feps.,All vehicles have feps.,skateboard,vehicle,have,5,2
Skateboards have blickets.,All vehicles have blickets.,skateboard,vehicle,have,5,3
Skateboards have jabberwocks.,All vehicles have jabberwocks.,skateboard,vehicle,have,5,4
Skateboards have toves.,All vehicles have toves.,skateboard,vehicle,have,5,5
Wheelbarrows can dax.,All vehicles can dax.,wheelbarrow,vehicle,can,1,1
Wheelbarrows can wif.,All vehicles can wif.,wheelbarrow,vehicle,can,1,2
Wheelbarrows can blick.,All vehicles can blick.,wheelbarrow,vehicle,can,1,3
Wheelbarrows can gyre.,All vehicles can gyre.,wheelbarrow,vehicle,can,1,4
Wheelbarrows can gimble.,All vehicles can gimble.,wheelbarrow,vehicle,can,1,5
Wheelbarrows can be daxed.,All vehicles can be daxed.,wheelbarrow,vehicle,can be,2,1
Wheelbarrows can be wiffed.,All vehicles can be wiffed.,wheelbarrow,vehicle,can be,2,2
Wheelbarrows can be blicked.,All vehicles can be blicked.,wheelbarrow,vehicle,can be,2,3
Wheelbarrows can be gyred.,All vehicles can be gyred.,wheelbarrow,vehicle,can be,2,4
Wheelbarrows can be gimbled.,All vehicles can be gimbled.,wheelbarrow,vehicle,can be,2,5
Wheelbarrows are beamish.,All vehicles are beamish.,wheelbarrow,vehicle,are,3,1
Wheelbarrows are slithy.,All vehicles are slithy.,wheelbarrow,vehicle,are,3,2
Wheelbarrows are mimsy.,All vehicles are mimsy.,wheelbarrow,vehicle,are,3,3
Wheelbarrows are vorpal.,All vehicles are vorpal.,wheelbarrow,vehicle,are,3,4
Wheelbarrows are frabjous.,All vehicles are frabjous.,wheelbarrow,vehicle,are,3,5
Wheelbarrows use a wug.,All vehicles use a wug.,wheelbarrow,vehicle,use a,4,1
Wheelbarrows use a fep.,All vehicles use a fep.,wheelbarrow,vehicle,use a,4,2
Wheelbarrows use a blicket.,All vehicles use a blicket.,wheelbarrow,vehicle,use a,4,3
Wheelbarrows use a jabberwock.,All vehicles use a jabberwock.,wheelbarrow,vehicle,use a,4,4
Wheelbarrows use a tove.,All vehicles use a tove.,wheelbarrow,vehicle,use a,4,5
Wheelbarrows have wugs.,All vehicles have wugs.,wheelbarrow,vehicle,have,5,1
Wheelbarrows have feps.,All vehicles have feps.,wheelbarrow,vehicle,have,5,2
Wheelbarrows have blickets.,All vehicles have blickets.,wheelbarrow,vehicle,have,5,3
Wheelbarrows have jabberwocks.,All vehicles have jabberwocks.,wheelbarrow,vehicle,have,5,4
Wheelbarrows have toves.,All vehicles have toves.,wheelbarrow,vehicle,have,5,5
Surfboards can dax.,All vehicles can dax.,surfboard,vehicle,can,1,1
Surfboards can wif.,All vehicles can wif.,surfboard,vehicle,can,1,2
Surfboards can blick.,All vehicles can blick.,surfboard,vehicle,can,1,3
Surfboards can gyre.,All vehicles can gyre.,surfboard,vehicle,can,1,4
Surfboards can gimble.,All vehicles can gimble.,surfboard,vehicle,can,1,5
Surfboards can be daxed.,All vehicles can be daxed.,surfboard,vehicle,can be,2,1
Surfboards can be wiffed.,All vehicles can be wiffed.,surfboard,vehicle,can be,2,2
Surfboards can be blicked.,All vehicles can be blicked.,surfboard,vehicle,can be,2,3
Surfboards can be gyred.,All vehicles can be gyred.,surfboard,vehicle,can be,2,4
Surfboards can be gimbled.,All vehicles can be gimbled.,surfboard,vehicle,can be,2,5
Surfboards are beamish.,All vehicles are beamish.,surfboard,vehicle,are,3,1
Surfboards are slithy.,All vehicles are slithy.,surfboard,vehicle,are,3,2
Surfboards are mimsy.,All vehicles are mimsy.,surfboard,vehicle,are,3,3
Surfboards are vorpal.,All vehicles are vorpal.,surfboard,vehicle,are,3,4
Surfboards are frabjous.,All vehicles are frabjous.,surfboard,vehicle,are,3,5
Surfboards use a wug.,All vehicles use a wug.,surfboard,vehicle,use a,4,1
Surfboards use a fep.,All vehicles use a fep.,surfboard,vehicle,use a,4,2
Surfboards use a blicket.,All vehicles use a blicket.,surfboard,vehicle,use a,4,3
Surfboards use a jabberwock.,All vehicles use a jabberwock.,surfboard,vehicle,use a,4,4
Surfboards use a tove.,All vehicles use a tove.,surfboard,vehicle,use a,4,5
Surfboards have wugs.,All vehicles have wugs.,surfboard,vehicle,have,5,1
Surfboards have feps.,All vehicles have feps.,surfboard,vehicle,have,5,2
Surfboards have blickets.,All vehicles have blickets.,surfboard,vehicle,have,5,3
Surfboards have jabberwocks.,All vehicles have jabberwocks.,surfboard,vehicle,have,5,4
Surfboards have toves.,All vehicles have toves.,surfboard,vehicle,have,5,5
Elevators can dax.,All vehicles can dax.,elevator,vehicle,can,1,1
Elevators can wif.,All vehicles can wif.,elevator,vehicle,can,1,2
Elevators can blick.,All vehicles can blick.,elevator,vehicle,can,1,3
Elevators can gyre.,All vehicles can gyre.,elevator,vehicle,can,1,4
Elevators can gimble.,All vehicles can gimble.,elevator,vehicle,can,1,5
Elevators can be daxed.,All vehicles can be daxed.,elevator,vehicle,can be,2,1
Elevators can be wiffed.,All vehicles can be wiffed.,elevator,vehicle,can be,2,2
Elevators can be blicked.,All vehicles can be blicked.,elevator,vehicle,can be,2,3
Elevators can be gyred.,All vehicles can be gyred.,elevator,vehicle,can be,2,4
Elevators can be gimbled.,All vehicles can be gimbled.,elevator,vehicle,can be,2,5
Elevators are beamish.,All vehicles are beamish.,elevator,vehicle,are,3,1
Elevators are slithy.,All vehicles are slithy.,elevator,vehicle,are,3,2
Elevators are mimsy.,All vehicles are mimsy.,elevator,vehicle,are,3,3
Elevators are vorpal.,All vehicles are vorpal.,elevator,vehicle,are,3,4
Elevators are frabjous.,All vehicles are frabjous.,elevator,vehicle,are,3,5
Elevators use a wug.,All vehicles use a wug.,elevator,vehicle,use a,4,1
Elevators use a fep.,All vehicles use a fep.,elevator,vehicle,use a,4,2
Elevators use a blicket.,All vehicles use a blicket.,elevator,vehicle,use a,4,3
Elevators use a jabberwock.,All vehicles use a jabberwock.,elevator,vehicle,use a,4,4
Elevators use a tove.,All vehicles use a tove.,elevator,vehicle,use a,4,5
Elevators have wugs.,All vehicles have wugs.,elevator,vehicle,have,5,1
Elevators have feps.,All vehicles have feps.,elevator,vehicle,have,5,2
Elevators have blickets.,All vehicles have blickets.,elevator,vehicle,have,5,3
Elevators have jabberwocks.,All vehicles have jabberwocks.,elevator,vehicle,have,5,4
Elevators have toves.,All vehicles have toves.,elevator,vehicle,have,5,5
Chairs can dax.,All furniture can dax.,chair,furniture,can,1,1
Chairs can wif.,All furniture can wif.,chair,furniture,can,1,2
Chairs can blick.,All furniture can blick.,chair,furniture,can,1,3
Chairs can gyre.,All furniture can gyre.,chair,furniture,can,1,4
Chairs can gimble.,All furniture can gimble.,chair,furniture,can,1,5
Chairs can be daxed.,All furniture can be daxed.,chair,furniture,can be,2,1
Chairs can be wiffed.,All furniture can be wiffed.,chair,furniture,can be,2,2
Chairs can be blicked.,All furniture can be blicked.,chair,furniture,can be,2,3
Chairs can be gyred.,All furniture can be gyred.,chair,furniture,can be,2,4
Chairs can be gimbled.,All furniture can be gimbled.,chair,furniture,can be,2,5
Chairs are beamish.,All furniture are beamish.,chair,furniture,are,3,1
Chairs are slithy.,All furniture are slithy.,chair,furniture,are,3,2
Chairs are mimsy.,All furniture are mimsy.,chair,furniture,are,3,3
Chairs are vorpal.,All furniture are vorpal.,chair,furniture,are,3,4
Chairs are frabjous.,All furniture are frabjous.,chair,furniture,are,3,5
Chairs use a wug.,All furniture use a wug.,chair,furniture,use a,4,1
Chairs use a fep.,All furniture use a fep.,chair,furniture,use a,4,2
Chairs use a blicket.,All furniture use a blicket.,chair,furniture,use a,4,3
Chairs use a jabberwock.,All furniture use a jabberwock.,chair,furniture,use a,4,4
Chairs use a tove.,All furniture use a tove.,chair,furniture,use a,4,5
Chairs have wugs.,All furniture have wugs.,chair,furniture,have,5,1
Chairs have feps.,All furniture have feps.,chair,furniture,have,5,2
Chairs have blickets.,All furniture have blickets.,chair,furniture,have,5,3
Chairs have jabberwocks.,All furniture have jabberwocks.,chair,furniture,have,5,4
Chairs have toves.,All furniture have toves.,chair,furniture,have,5,5
Sofas can dax.,All furniture can dax.,sofa,furniture,can,1,1
Sofas can wif.,All furniture can wif.,sofa,furniture,can,1,2
Sofas can blick.,All furniture can blick.,sofa,furniture,can,1,3
Sofas can gyre.,All furniture can gyre.,sofa,furniture,can,1,4
Sofas can gimble.,All furniture can gimble.,sofa,furniture,can,1,5
Sofas can be daxed.,All furniture can be daxed.,sofa,furniture,can be,2,1
Sofas can be wiffed.,All furniture can be wiffed.,sofa,furniture,can be,2,2
Sofas can be blicked.,All furniture can be blicked.,sofa,furniture,can be,2,3
Sofas can be gyred.,All furniture can be gyred.,sofa,furniture,can be,2,4
Sofas can be gimbled.,All furniture can be gimbled.,sofa,furniture,can be,2,5
Sofas are beamish.,All furniture are beamish.,sofa,furniture,are,3,1
Sofas are slithy.,All furniture are slithy.,sofa,furniture,are,3,2
Sofas are mimsy.,All furniture are mimsy.,sofa,furniture,are,3,3
Sofas are vorpal.,All furniture are vorpal.,sofa,furniture,are,3,4
Sofas are frabjous.,All furniture are frabjous.,sofa,furniture,are,3,5
Sofas use a wug.,All furniture use a wug.,sofa,furniture,use a,4,1
Sofas use a fep.,All furniture use a fep.,sofa,furniture,use a,4,2
Sofas use a blicket.,All furniture use a blicket.,sofa,furniture,use a,4,3
Sofas use a jabberwock.,All furniture use a jabberwock.,sofa,furniture,use a,4,4
Sofas use a tove.,All furniture use a tove.,sofa,furniture,use a,4,5
Sofas have wugs.,All furniture have wugs.,sofa,furniture,have,5,1
Sofas have feps.,All furniture have feps.,sofa,furniture,have,5,2
Sofas have blickets.,All furniture have blickets.,sofa,furniture,have,5,3
Sofas have jabberwocks.,All furniture have jabberwocks.,sofa,furniture,have,5,4
Sofas have toves.,All furniture have toves.,sofa,furniture,have,5,5
Couches can dax.,All furniture can dax.,couch,furniture,can,1,1
Couches can wif.,All furniture can wif.,couch,furniture,can,1,2
Couches can blick.,All furniture can blick.,couch,furniture,can,1,3
Couches can gyre.,All furniture can gyre.,couch,furniture,can,1,4
Couches can gimble.,All furniture can gimble.,couch,furniture,can,1,5
Couches can be daxed.,All furniture can be daxed.,couch,furniture,can be,2,1
Couches can be wiffed.,All furniture can be wiffed.,couch,furniture,can be,2,2
Couches can be blicked.,All furniture can be blicked.,couch,furniture,can be,2,3
Couches can be gyred.,All furniture can be gyred.,couch,furniture,can be,2,4
Couches can be gimbled.,All furniture can be gimbled.,couch,furniture,can be,2,5
Couches are beamish.,All furniture are beamish.,couch,furniture,are,3,1
Couches are slithy.,All furniture are slithy.,couch,furniture,are,3,2
Couches are mimsy.,All furniture are mimsy.,couch,furniture,are,3,3
Couches are vorpal.,All furniture are vorpal.,couch,furniture,are,3,4
Couches are frabjous.,All furniture are frabjous.,couch,furniture,are,3,5
Couches use a wug.,All furniture use a wug.,couch,furniture,use a,4,1
Couches use a fep.,All furniture use a fep.,couch,furniture,use a,4,2
Couches use a blicket.,All furniture use a blicket.,couch,furniture,use a,4,3
Couches use a jabberwock.,All furniture use a jabberwock.,couch,furniture,use a,4,4
Couches use a tove.,All furniture use a tove.,couch,furniture,use a,4,5
Couches have wugs.,All furniture have wugs.,couch,furniture,have,5,1
Couches have feps.,All furniture have feps.,couch,furniture,have,5,2
Couches have blickets.,All furniture have blickets.,couch,furniture,have,5,3
Couches have jabberwocks.,All furniture have jabberwocks.,couch,furniture,have,5,4
Couches have toves.,All furniture have toves.,couch,furniture,have,5,5
Tables can dax.,All furniture can dax.,table,furniture,can,1,1
Tables can wif.,All furniture can wif.,table,furniture,can,1,2
Tables can blick.,All furniture can blick.,table,furniture,can,1,3
Tables can gyre.,All furniture can gyre.,table,furniture,can,1,4
Tables can gimble.,All furniture can gimble.,table,furniture,can,1,5
Tables can be daxed.,All furniture can be daxed.,table,furniture,can be,2,1
Tables can be wiffed.,All furniture can be wiffed.,table,furniture,can be,2,2
Tables can be blicked.,All furniture can be blicked.,table,furniture,can be,2,3
Tables can be gyred.,All furniture can be gyred.,table,furniture,can be,2,4
Tables can be gimbled.,All furniture can be gimbled.,table,furniture,can be,2,5
Tables are beamish.,All furniture are beamish.,table,furniture,are,3,1
Tables are slithy.,All furniture are slithy.,table,furniture,are,3,2
Tables are mimsy.,All furniture are mimsy.,table,furniture,are,3,3
Tables are vorpal.,All furniture are vorpal.,table,furniture,are,3,4
Tables are frabjous.,All furniture are frabjous.,table,furniture,are,3,5
Tables use a wug.,All furniture use a wug.,table,furniture,use a,4,1
Tables use a fep.,All furniture use a fep.,table,furniture,use a,4,2
Tables use a blicket.,All furniture use a blicket.,table,furniture,use a,4,3
Tables use a jabberwock.,All furniture use a jabberwock.,table,furniture,use a,4,4
Tables use a tove.,All furniture use a tove.,table,furniture,use a,4,5
Tables have wugs.,All furniture have wugs.,table,furniture,have,5,1
Tables have feps.,All furniture have feps.,table,furniture,have,5,2
Tables have blickets.,All furniture have blickets.,table,furniture,have,5,3
Tables have jabberwocks.,All furniture have jabberwocks.,table,furniture,have,5,4
Tables have toves.,All furniture have toves.,table,furniture,have,5,5
Easy chairs can dax.,All furniture can dax.,easy chair,furniture,can,1,1
Easy chairs can wif.,All furniture can wif.,easy chair,furniture,can,1,2
Easy chairs can blick.,All furniture can blick.,easy chair,furniture,can,1,3
Easy chairs can gyre.,All furniture can gyre.,easy chair,furniture,can,1,4
Easy chairs can gimble.,All furniture can gimble.,easy chair,furniture,can,1,5
Easy chairs can be daxed.,All furniture can be daxed.,easy chair,furniture,can be,2,1
Easy chairs can be wiffed.,All furniture can be wiffed.,easy chair,furniture,can be,2,2
Easy chairs can be blicked.,All furniture can be blicked.,easy chair,furniture,can be,2,3
Easy chairs can be gyred.,All furniture can be gyred.,easy chair,furniture,can be,2,4
Easy chairs can be gimbled.,All furniture can be gimbled.,easy chair,furniture,can be,2,5
Easy chairs are beamish.,All furniture are beamish.,easy chair,furniture,are,3,1
Easy chairs are slithy.,All furniture are slithy.,easy chair,furniture,are,3,2
Easy chairs are mimsy.,All furniture are mimsy.,easy chair,furniture,are,3,3
Easy chairs are vorpal.,All furniture are vorpal.,easy chair,furniture,are,3,4
Easy chairs are frabjous.,All furniture are frabjous.,easy chair,furniture,are,3,5
Easy chairs use a wug.,All furniture use a wug.,easy chair,furniture,use a,4,1
Easy chairs use a fep.,All furniture use a fep.,easy chair,furniture,use a,4,2
Easy chairs use a blicket.,All furniture use a blicket.,easy chair,furniture,use a,4,3
Easy chairs use a jabberwock.,All furniture use a jabberwock.,easy chair,furniture,use a,4,4
Easy chairs use a tove.,All furniture use a tove.,easy chair,furniture,use a,4,5
Easy chairs have wugs.,All furniture have wugs.,easy chair,furniture,have,5,1
Easy chairs have feps.,All furniture have feps.,easy chair,furniture,have,5,2
Easy chairs have blickets.,All furniture have blickets.,easy chair,furniture,have,5,3
Easy chairs have jabberwocks.,All furniture have jabberwocks.,easy chair,furniture,have,5,4
Easy chairs have toves.,All furniture have toves.,easy chair,furniture,have,5,5
Dressers can dax.,All furniture can dax.,dresser,furniture,can,1,1
Dressers can wif.,All furniture can wif.,dresser,furniture,can,1,2
Dressers can blick.,All furniture can blick.,dresser,furniture,can,1,3
Dressers can gyre.,All furniture can gyre.,dresser,furniture,can,1,4
Dressers can gimble.,All furniture can gimble.,dresser,furniture,can,1,5
Dressers can be daxed.,All furniture can be daxed.,dresser,furniture,can be,2,1
Dressers can be wiffed.,All furniture can be wiffed.,dresser,furniture,can be,2,2
Dressers can be blicked.,All furniture can be blicked.,dresser,furniture,can be,2,3
Dressers can be gyred.,All furniture can be gyred.,dresser,furniture,can be,2,4
Dressers can be gimbled.,All furniture can be gimbled.,dresser,furniture,can be,2,5
Dressers are beamish.,All furniture are beamish.,dresser,furniture,are,3,1
Dressers are slithy.,All furniture are slithy.,dresser,furniture,are,3,2
Dressers are mimsy.,All furniture are mimsy.,dresser,furniture,are,3,3
Dressers are vorpal.,All furniture are vorpal.,dresser,furniture,are,3,4
Dressers are frabjous.,All furniture are frabjous.,dresser,furniture,are,3,5
Dressers use a wug.,All furniture use a wug.,dresser,furniture,use a,4,1
Dressers use a fep.,All furniture use a fep.,dresser,furniture,use a,4,2
Dressers use a blicket.,All furniture use a blicket.,dresser,furniture,use a,4,3
Dressers use a jabberwock.,All furniture use a jabberwock.,dresser,furniture,use a,4,4
Dressers use a tove.,All furniture use a tove.,dresser,furniture,use a,4,5
Dressers have wugs.,All furniture have wugs.,dresser,furniture,have,5,1
Dressers have feps.,All furniture have feps.,dresser,furniture,have,5,2
Dressers have blickets.,All furniture have blickets.,dresser,furniture,have,5,3
Dressers have jabberwocks.,All furniture have jabberwocks.,dresser,furniture,have,5,4
Dressers have toves.,All furniture have toves.,dresser,furniture,have,5,5
Rocking chairs can dax.,All furniture can dax.,rocking chair,furniture,can,1,1
Rocking chairs can wif.,All furniture can wif.,rocking chair,furniture,can,1,2
Rocking chairs can blick.,All furniture can blick.,rocking chair,furniture,can,1,3
Rocking chairs can gyre.,All furniture can gyre.,rocking chair,furniture,can,1,4
Rocking chairs can gimble.,All furniture can gimble.,rocking chair,furniture,can,1,5
Rocking chairs can be daxed.,All furniture can be daxed.,rocking chair,furniture,can be,2,1
Rocking chairs can be wiffed.,All furniture can be wiffed.,rocking chair,furniture,can be,2,2
Rocking chairs can be blicked.,All furniture can be blicked.,rocking chair,furniture,can be,2,3
Rocking chairs can be gyred.,All furniture can be gyred.,rocking chair,furniture,can be,2,4
Rocking chairs can be gimbled.,All furniture can be gimbled.,rocking chair,furniture,can be,2,5
Rocking chairs are beamish.,All furniture are beamish.,rocking chair,furniture,are,3,1
Rocking chairs are slithy.,All furniture are slithy.,rocking chair,furniture,are,3,2
Rocking chairs are mimsy.,All furniture are mimsy.,rocking chair,furniture,are,3,3
Rocking chairs are vorpal.,All furniture are vorpal.,rocking chair,furniture,are,3,4
Rocking chairs are frabjous.,All furniture are frabjous.,rocking chair,furniture,are,3,5
Rocking chairs use a wug.,All furniture use a wug.,rocking chair,furniture,use a,4,1
Rocking chairs use a fep.,All furniture use a fep.,rocking chair,furniture,use a,4,2
Rocking chairs use a blicket.,All furniture use a blicket.,rocking chair,furniture,use a,4,3
Rocking chairs use a jabberwock.,All furniture use a jabberwock.,rocking chair,furniture,use a,4,4
Rocking chairs use a tove.,All furniture use a tove.,rocking chair,furniture,use a,4,5
Rocking chairs have wugs.,All furniture have wugs.,rocking chair,furniture,have,5,1
Rocking chairs have feps.,All furniture have feps.,rocking chair,furniture,have,5,2
Rocking chairs have blickets.,All furniture have blickets.,rocking chair,furniture,have,5,3
Rocking chairs have jabberwocks.,All furniture have jabberwocks.,rocking chair,furniture,have,5,4
Rocking chairs have toves.,All furniture have toves.,rocking chair,furniture,have,5,5
Coffee tables can dax.,All furniture can dax.,coffee table,furniture,can,1,1
Coffee tables can wif.,All furniture can wif.,coffee table,furniture,can,1,2
Coffee tables can blick.,All furniture can blick.,coffee table,furniture,can,1,3
Coffee tables can gyre.,All furniture can gyre.,coffee table,furniture,can,1,4
Coffee tables can gimble.,All furniture can gimble.,coffee table,furniture,can,1,5
Coffee tables can be daxed.,All furniture can be daxed.,coffee table,furniture,can be,2,1
Coffee tables can be wiffed.,All furniture can be wiffed.,coffee table,furniture,can be,2,2
Coffee tables can be blicked.,All furniture can be blicked.,coffee table,furniture,can be,2,3
Coffee tables can be gyred.,All furniture can be gyred.,coffee table,furniture,can be,2,4
Coffee tables can be gimbled.,All furniture can be gimbled.,coffee table,furniture,can be,2,5
Coffee tables are beamish.,All furniture are beamish.,coffee table,furniture,are,3,1
Coffee tables are slithy.,All furniture are slithy.,coffee table,furniture,are,3,2
Coffee tables are mimsy.,All furniture are mimsy.,coffee table,furniture,are,3,3
Coffee tables are vorpal.,All furniture are vorpal.,coffee table,furniture,are,3,4
Coffee tables are frabjous.,All furniture are frabjous.,coffee table,furniture,are,3,5
Coffee tables use a wug.,All furniture use a wug.,coffee table,furniture,use a,4,1
Coffee tables use a fep.,All furniture use a fep.,coffee table,furniture,use a,4,2
Coffee tables use a blicket.,All furniture use a blicket.,coffee table,furniture,use a,4,3
Coffee tables use a jabberwock.,All furniture use a jabberwock.,coffee table,furniture,use a,4,4
Coffee tables use a tove.,All furniture use a tove.,coffee table,furniture,use a,4,5
Coffee tables have wugs.,All furniture have wugs.,coffee table,furniture,have,5,1
Coffee tables have feps.,All furniture have feps.,coffee table,furniture,have,5,2
Coffee tables have blickets.,All furniture have blickets.,coffee table,furniture,have,5,3
Coffee tables have jabberwocks.,All furniture have jabberwocks.,coffee table,furniture,have,5,4
Coffee tables have toves.,All furniture have toves.,coffee table,furniture,have,5,5
Rockers can dax.,All furniture can dax.,rocker,furniture,can,1,1
Rockers can wif.,All furniture can wif.,rocker,furniture,can,1,2
Rockers can blick.,All furniture can blick.,rocker,furniture,can,1,3
Rockers can gyre.,All furniture can gyre.,rocker,furniture,can,1,4
Rockers can gimble.,All furniture can gimble.,rocker,furniture,can,1,5
Rockers can be daxed.,All furniture can be daxed.,rocker,furniture,can be,2,1
Rockers can be wiffed.,All furniture can be wiffed.,rocker,furniture,can be,2,2
Rockers can be blicked.,All furniture can be blicked.,rocker,furniture,can be,2,3
Rockers can be gyred.,All furniture can be gyred.,rocker,furniture,can be,2,4
Rockers can be gimbled.,All furniture can be gimbled.,rocker,furniture,can be,2,5
Rockers are beamish.,All furniture are beamish.,rocker,furniture,are,3,1
Rockers are slithy.,All furniture are slithy.,rocker,furniture,are,3,2
Rockers are mimsy.,All furniture are mimsy.,rocker,furniture,are,3,3
Rockers are vorpal.,All furniture are vorpal.,rocker,furniture,are,3,4
Rockers are frabjous.,All furniture are frabjous.,rocker,furniture,are,3,5
Rockers use a wug.,All furniture use a wug.,rocker,furniture,use a,4,1
Rockers use a fep.,All furniture use a fep.,rocker,furniture,use a,4,2
Rockers use a blicket.,All furniture use a blicket.,rocker,furniture,use a,4,3
Rockers use a jabberwock.,All furniture use a jabberwock.,rocker,furniture,use a,4,4
Rockers use a tove.,All furniture use a tove.,rocker,furniture,use a,4,5
Rockers have wugs.,All furniture have wugs.,rocker,furniture,have,5,1
Rockers have feps.,All furniture have feps.,rocker,furniture,have,5,2
Rockers have blickets.,All furniture have blickets.,rocker,furniture,have,5,3
Rockers have jabberwocks.,All furniture have jabberwocks.,rocker,furniture,have,5,4
Rockers have toves.,All furniture have toves.,rocker,furniture,have,5,5
Love seats can dax.,All furniture can dax.,love seat,furniture,can,1,1
Love seats can wif.,All furniture can wif.,love seat,furniture,can,1,2
Love seats can blick.,All furniture can blick.,love seat,furniture,can,1,3
Love seats can gyre.,All furniture can gyre.,love seat,furniture,can,1,4
Love seats can gimble.,All furniture can gimble.,love seat,furniture,can,1,5
Love seats can be daxed.,All furniture can be daxed.,love seat,furniture,can be,2,1
Love seats can be wiffed.,All furniture can be wiffed.,love seat,furniture,can be,2,2
Love seats can be blicked.,All furniture can be blicked.,love seat,furniture,can be,2,3
Love seats can be gyred.,All furniture can be gyred.,love seat,furniture,can be,2,4
Love seats can be gimbled.,All furniture can be gimbled.,love seat,furniture,can be,2,5
Love seats are beamish.,All furniture are beamish.,love seat,furniture,are,3,1
Love seats are slithy.,All furniture are slithy.,love seat,furniture,are,3,2
Love seats are mimsy.,All furniture are mimsy.,love seat,furniture,are,3,3
Love seats are vorpal.,All furniture are vorpal.,love seat,furniture,are,3,4
Love seats are frabjous.,All furniture are frabjous.,love seat,furniture,are,3,5
Love seats use a wug.,All furniture use a wug.,love seat,furniture,use a,4,1
Love seats use a fep.,All furniture use a fep.,love seat,furniture,use a,4,2
Love seats use a blicket.,All furniture use a blicket.,love seat,furniture,use a,4,3
Love seats use a jabberwock.,All furniture use a jabberwock.,love seat,furniture,use a,4,4
Love seats use a tove.,All furniture use a tove.,love seat,furniture,use a,4,5
Love seats have wugs.,All furniture have wugs.,love seat,furniture,have,5,1
Love seats have feps.,All furniture have feps.,love seat,furniture,have,5,2
