stimulus,item,category,feature
a canoe has a driver controlling direction.,canoe,vehicle,13
a raft has a driver controlling direction.,raft,vehicle,13
a submarine has a driver controlling direction.,submarine,vehicle,13
a sled has a driver controlling direction.,sled,vehicle,13
a horse has a driver controlling direction.,horse,vehicle,13
a rocket has a driver controlling direction.,rocket,vehicle,13
a blimp has a driver controlling direction.,blimp,vehicle,13
skates have a driver controlling direction.,skates,vehicle,13
a camel has a driver controlling direction.,camel,vehicle,13
feet have a driver controlling direction.,feet,vehicle,13
skis have a driver controlling direction.,skis,vehicle,13
a skateboard has a driver controlling direction.,skateboard,vehicle,13
a wheelbarrow has a driver controlling direction.,wheelbarrow,vehicle,13
a surfboard has a driver controlling direction.,surfboard,vehicle,13
an elevator has a driver controlling direction.,elevator,vehicle,13
an automobile has a space for passengers or goods.,automobile,vehicle,14
a station wagon has a space for passengers or goods.,station wagon,vehicle,14
a truck has a space for passengers or goods.,truck,vehicle,14
a car has a space for passengers or goods.,car,vehicle,14
bus have a space for passengers or goods.,bus,vehicle,14
a taxi has a space for passengers or goods.,taxi,vehicle,14
a jeep has a space for passengers or goods.,jeep,vehicle,14
an ambulance has a space for passengers or goods.,ambulance,vehicle,14
a motorcycle has a space for passengers or goods.,motorcycle,vehicle,14
a streetcar has a space for passengers or goods.,streetcar,vehicle,14
a van has a space for passengers or goods.,van,vehicle,14
a Honda has a space for passengers or goods.,Honda,vehicle,14
a cable car has a space for passengers or goods.,cable car,vehicle,14
a train has a space for passengers or goods.,train,vehicle,14
a trolley has a space for passengers or goods.,trolley,vehicle,14
a bicycle has a space for passengers or goods.,bicycle,vehicle,14
a carriage has a space for passengers or goods.,carriage,vehicle,14
an airplane has a space for passengers or goods.,airplane,vehicle,14
a bike has a space for passengers or goods.,bike,vehicle,14
a boat has a space for passengers or goods.,boat,vehicle,14
a jet has a space for passengers or goods.,jet,vehicle,14
a ship has a space for passengers or goods.,ship,vehicle,14
a scooter has a space for passengers or goods.,scooter,vehicle,14
a tractor has a space for passengers or goods.,tractor,vehicle,14
a wagon has a space for passengers or goods.,wagon,vehicle,14
a subway has a space for passengers or goods.,subway,vehicle,14
a trailer has a space for passengers or goods.,trailer,vehicle,14
a cart has a space for passengers or goods.,cart,vehicle,14
a wheelchair has a space for passengers or goods.,wheelchair,vehicle,14
a yacht has a space for passengers or goods.,yacht,vehicle,14
a tank has a space for passengers or goods.,tank,vehicle,14
a go-cart has a space for passengers or goods.,go-cart,vehicle,14
a rowboat has a space for passengers or goods.,rowboat,vehicle,14
a dogsled has a space for passengers or goods.,dogsled,vehicle,14
a tricycle has a space for passengers or goods.,tricycle,vehicle,14
a canoe has a space for passengers or goods.,canoe,vehicle,14
a raft has a space for passengers or goods.,raft,vehicle,14
a submarine has a space for passengers or goods.,submarine,vehicle,14
a sled has a space for passengers or goods.,sled,vehicle,14
a horse has a space for passengers or goods.,horse,vehicle,14
a rocket has a space for passengers or goods.,rocket,vehicle,14
a blimp has a space for passengers or goods.,blimp,vehicle,14
skates have a space for passengers or goods.,skates,vehicle,14
a camel has a space for passengers or goods.,camel,vehicle,14
feet have a space for passengers or goods.,feet,vehicle,14
skis have a space for passengers or goods.,skis,vehicle,14
a skateboard has a space for passengers or goods.,skateboard,vehicle,14
a wheelbarrow has a space for passengers or goods.,wheelbarrow,vehicle,14
a surfboard has a space for passengers or goods.,surfboard,vehicle,14
an elevator has a space for passengers or goods.,elevator,vehicle,14
an automobile moves faster than a person on his own.,automobile,vehicle,15
a station wagon moves faster than a person on his own.,station wagon,vehicle,15
a truck moves faster than a person on his own.,truck,vehicle,15
a car moves faster than a person on his own.,car,vehicle,15
bus move faster than a person on his own.,bus,vehicle,15
a taxi moves faster than a person on his own.,taxi,vehicle,15
a jeep moves faster than a person on his own.,jeep,vehicle,15
an ambulance moves faster than a person on his own.,ambulance,vehicle,15
a motorcycle moves faster than a person on his own.,motorcycle,vehicle,15
a streetcar moves faster than a person on his own.,streetcar,vehicle,15
a van moves faster than a person on his own.,van,vehicle,15
a Honda moves faster than a person on his own.,Honda,vehicle,15
a cable car moves faster than a person on his own.,cable car,vehicle,15
a train moves faster than a person on his own.,train,vehicle,15
a trolley moves faster than a person on his own.,trolley,vehicle,15
a bicycle moves faster than a person on his own.,bicycle,vehicle,15
a carriage moves faster than a person on his own.,carriage,vehicle,15
an airplane moves faster than a person on his own.,airplane,vehicle,15
a bike moves faster than a person on his own.,bike,vehicle,15
a boat moves faster than a person on his own.,boat,vehicle,15
a jet moves faster than a person on his own.,jet,vehicle,15
a ship moves faster than a person on his own.,ship,vehicle,15
a scooter moves faster than a person on his own.,scooter,vehicle,15
a tractor moves faster than a person on his own.,tractor,vehicle,15
a wagon moves faster than a person on his own.,wagon,vehicle,15
a subway moves faster than a person on his own.,subway,vehicle,15
a trailer moves faster than a person on his own.,trailer,vehicle,15
a cart moves faster than a person on his own.,cart,vehicle,15
a wheelchair moves faster than a person on his own.,wheelchair,vehicle,15
a yacht moves faster than a person on his own.,yacht,vehicle,15
a tank moves faster than a person on his own.,tank,vehicle,15
a go-cart moves faster than a person on his own.,go-cart,vehicle,15
a rowboat moves faster than a person on his own.,rowboat,vehicle,15
a dogsled moves faster than a person on his own.,dogsled,vehicle,15
a tricycle moves faster than a person on his own.,tricycle,vehicle,15
a canoe moves faster than a person on his own.,canoe,vehicle,15
a raft moves faster than a person on his own.,raft,vehicle,15
a submarine moves faster than a person on his own.,submarine,vehicle,15
a sled moves faster than a person on his own.,sled,vehicle,15
a horse moves faster than a person on his own.,horse,vehicle,15
a rocket moves faster than a person on his own.,rocket,vehicle,15
a blimp moves faster than a person on his own.,blimp,vehicle,15
skates move faster than a person on his own.,skates,vehicle,15
a camel moves faster than a person on his own.,camel,vehicle,15
feet move faster than a person on his own.,feet,vehicle,15
skis move faster than a person on his own.,skis,vehicle,15
a skateboard moves faster than a person on his own.,skateboard,vehicle,15
a wheelbarrow moves faster than a person on his own.,wheelbarrow,vehicle,15
a surfboard moves faster than a person on his own.,surfboard,vehicle,15
an elevator moves faster than a person on his own.,elevator,vehicle,15
an automobile is man-made.,automobile,vehicle,16
a station wagon is man-made.,station wagon,vehicle,16
a truck is man-made.,truck,vehicle,16
a car is man-made.,car,vehicle,16
bus are man-made.,bus,vehicle,16
a taxi is man-made.,taxi,vehicle,16
a jeep is man-made.,jeep,vehicle,16
an ambulance is man-made.,ambulance,vehicle,16
a motorcycle is man-made.,motorcycle,vehicle,16
a streetcar is man-made.,streetcar,vehicle,16
a van is man-made.,van,vehicle,16
a Honda is man-made.,Honda,vehicle,16
a cable car is man-made.,cable car,vehicle,16
a train is man-made.,train,vehicle,16
a trolley is man-made.,trolley,vehicle,16
a bicycle is man-made.,bicycle,vehicle,16
a carriage is man-made.,carriage,vehicle,16
an airplane is man-made.,airplane,vehicle,16
a bike is man-made.,bike,vehicle,16
a boat is man-made.,boat,vehicle,16
a jet is man-made.,jet,vehicle,16
a ship is man-made.,ship,vehicle,16
a scooter is man-made.,scooter,vehicle,16
a tractor is man-made.,tractor,vehicle,16
a wagon is man-made.,wagon,vehicle,16
a subway is man-made.,subway,vehicle,16
a trailer is man-made.,trailer,vehicle,16
a cart is man-made.,cart,vehicle,16
a wheelchair is man-made.,wheelchair,vehicle,16
a yacht is man-made.,yacht,vehicle,16
a tank is man-made.,tank,vehicle,16
a go-cart is man-made.,go-cart,vehicle,16
a rowboat is man-made.,rowboat,vehicle,16
a dogsled is man-made.,dogsled,vehicle,16
a tricycle is man-made.,tricycle,vehicle,16
a canoe is man-made.,canoe,vehicle,16
a raft is man-made.,raft,vehicle,16
a submarine is man-made.,submarine,vehicle,16
a sled is man-made.,sled,vehicle,16
a horse is man-made.,horse,vehicle,16
a rocket is man-made.,rocket,vehicle,16
a blimp is man-made.,blimp,vehicle,16
skates are man-made.,skates,vehicle,16
a camel is man-made.,camel,vehicle,16
feet are man-made.,feet,vehicle,16
skis are man-made.,skis,vehicle,16
a skateboard is man-made.,skateboard,vehicle,16
a wheelbarrow is man-made.,wheelbarrow,vehicle,16
a surfboard is man-made.,surfboard,vehicle,16
an elevator is man-made.,elevator,vehicle,16
a chair has a specific function.,chair,furniture,1
a sofa has a specific function.,sofa,furniture,1
a couch has a specific function.,couch,furniture,1
a table has a specific function.,table,furniture,1
an easy chair has a specific function.,easy chair,furniture,1
a dresser has a specific function.,dresser,furniture,1
a rocking chair has a specific function.,rocking chair,furniture,1
a coffee table has a specific function.,coffee table,furniture,1
a rocker has a specific function.,rocker,furniture,1
a love seat has a specific function.,love seat,furniture,1
chest of drawers have a specific function.,chest of drawers,furniture,1
a desk has a specific function.,desk,furniture,1
a bed has a specific function.,bed,furniture,1
a bureau has a specific function.,bureau,furniture,1
a davenport has a specific function.,davenport,furniture,1
an end table has a specific function.,end table,furniture,1
a divan has a specific function.,divan,furniture,1
a night table has a specific function.,night table,furniture,1
a chest has a specific function.,chest,furniture,1
a cedar chest has a specific function.,cedar chest,furniture,1
a vanity has a specific function.,vanity,furniture,1
a bookcase has a specific function.,bookcase,furniture,1
a lounge has a specific function.,lounge,furniture,1
a chaise lounge has a specific function.,chaise lounge,furniture,1
an ottoman has a specific function.,ottoman,furniture,1
a footstool has a specific function.,footstool,furniture,1
a cabinet has a specific function.,cabinet,furniture,1
a china closet has a specific function.,china closet,furniture,1
a bench has a specific function.,bench,furniture,1
a buffet has a specific function.,buffet,furniture,1
a lamp has a specific function.,lamp,furniture,1
a stool has a specific function.,stool,furniture,1
a hassock has a specific function.,hassock,furniture,1
drawers have a specific function.,drawers,furniture,1
a piano has a specific function.,piano,furniture,1
a cushion has a specific function.,cushion,furniture,1
a magazine rack has a specific function.,magazine rack,furniture,1
a hi-fi has a specific function.,hi-fi,furniture,1
a cupboard has a specific function.,cupboard,furniture,1
a stereo has a specific function.,stereo,furniture,1
a mirror has a specific function.,mirror,furniture,1
a television has a specific function.,television,furniture,1
a bar has a specific function.,bar,furniture,1
a shelf has a specific function.,shelf,furniture,1
a rug has a specific function.,rug,furniture,1
a pillow has a specific function.,pillow,furniture,1
a wastebasket has a specific function.,wastebasket,furniture,1
a radio has a specific function.,radio,furniture,1
a sewing machine has a specific function.,sewing machine,furniture,1
a stove has a specific function.,stove,furniture,1
a counter has a specific function.,counter,furniture,1
a clock has a specific function.,clock,furniture,1
drapes have a specific function.,drapes,furniture,1
a refrigerator has a specific function.,refrigerator,furniture,1
a picture has a specific function.,picture,furniture,1
a closet has a specific function.,closet,furniture,1
a vase has a specific function.,vase,furniture,1
an ashtray has a specific function.,ashtray,furniture,1
a fan has a specific function.,fan,furniture,1
a telephone has a specific function.,telephone,furniture,1
a chair is used by humans.,chair,furniture,2
a sofa is used by humans.,sofa,furniture,2
a couch is used by humans.,couch,furniture,2
a table is used by humans.,table,furniture,2
an easy chair is used by humans.,easy chair,furniture,2
a dresser is used by humans.,dresser,furniture,2
a rocking chair is used by humans.,rocking chair,furniture,2
a coffee table is used by humans.,coffee table,furniture,2
a rocker is used by humans.,rocker,furniture,2
a love seat is used by humans.,love seat,furniture,2
chest of drawers are used by humans.,chest of drawers,furniture,2
a desk is used by humans.,desk,furniture,2
a bed is used by humans.,bed,furniture,2
a bureau is used by humans.,bureau,furniture,2
a davenport is used by humans.,davenport,furniture,2
an end table is used by humans.,end table,furniture,2
a divan is used by humans.,divan,furniture,2
a night table is used by humans.,night table,furniture,2
a chest is used by humans.,chest,furniture,2
a cedar chest is used by humans.,cedar chest,furniture,2
a vanity is used by humans.,vanity,furniture,2
a bookcase is used by humans.,bookcase,furniture,2
a lounge is used by humans.,lounge,furniture,2
a chaise lounge is used by humans.,chaise lounge,furniture,2
an ottoman is used by humans.,ottoman,furniture,2
a footstool is used by humans.,footstool,furniture,2
a cabinet is used by humans.,cabinet,furniture,2
a china closet is used by humans.,china closet,furniture,2
a bench is used by humans.,bench,furniture,2
a buffet is used by humans.,buffet,furniture,2
a lamp is used by humans.,lamp,furniture,2
a stool is used by humans.,stool,furniture,2
a hassock is used by humans.,hassock,furniture,2
drawers are used by humans.,drawers,furniture,2
a piano is used by humans.,piano,furniture,2
a cushion is used by humans.,cushion,furniture,2
a magazine rack is used by humans.,magazine rack,furniture,2
a hi-fi is used by humans.,hi-fi,furniture,2
a cupboard is used by humans.,cupboard,furniture,2
a stereo is used by humans.,stereo,furniture,2
a mirror is used by humans.,mirror,furniture,2
a television is used by humans.,television,furniture,2
a bar is used by humans.,bar,furniture,2
a shelf is used by humans.,shelf,furniture,2
a rug is used by humans.,rug,furniture,2
a pillow is used by humans.,pillow,furniture,2
a wastebasket is used by humans.,wastebasket,furniture,2
a radio is used by humans.,radio,furniture,2
a sewing machine is used by humans.,sewing machine,furniture,2
a stove is used by humans.,stove,furniture,2
a counter is used by humans.,counter,furniture,2
a clock is used by humans.,clock,furniture,2
drapes are used by humans.,drapes,furniture,2
a refrigerator is used by humans.,refrigerator,furniture,2
a picture is used by humans.,picture,furniture,2
a closet is used by humans.,closet,furniture,2
a vase is used by humans.,vase,furniture,2
an ashtray is used by humans.,ashtray,furniture,2
a fan is used by humans.,fan,furniture,2
a telephone is used by humans.,telephone,furniture,2
a chair is found in buildings.,chair,furniture,3
a sofa is found in buildings.,sofa,furniture,3
a couch is found in buildings.,couch,furniture,3
a table is found in buildings.,table,furniture,3
an easy chair is found in buildings.,easy chair,furniture,3
a dresser is found in buildings.,dresser,furniture,3
a rocking chair is found in buildings.,rocking chair,furniture,3
a coffee table is found in buildings.,coffee table,furniture,3
a rocker is found in buildings.,rocker,furniture,3
a love seat is found in buildings.,love seat,furniture,3
chest of drawers are found in buildings.,chest of drawers,furniture,3
a desk is found in buildings.,desk,furniture,3
a bed is found in buildings.,bed,furniture,3
a bureau is found in buildings.,bureau,furniture,3
a davenport is found in buildings.,davenport,furniture,3
an end table is found in buildings.,end table,furniture,3
a divan is found in buildings.,divan,furniture,3
a night table is found in buildings.,night table,furniture,3
a chest is found in buildings.,chest,furniture,3
a cedar chest is found in buildings.,cedar chest,furniture,3
a vanity is found in buildings.,vanity,furniture,3
a bookcase is found in buildings.,bookcase,furniture,3
a lounge is found in buildings.,lounge,furniture,3
a chaise lounge is found in buildings.,chaise lounge,furniture,3
an ottoman is found in buildings.,ottoman,furniture,3
a footstool is found in buildings.,footstool,furniture,3
a cabinet is found in buildings.,cabinet,furniture,3
a china closet is found in buildings.,china closet,furniture,3
a bench is found in buildings.,bench,furniture,3
a buffet is found in buildings.,buffet,furniture,3
a lamp is found in buildings.,lamp,furniture,3
a stool is found in buildings.,stool,furniture,3
a hassock is found in buildings.,hassock,furniture,3
drawers are found in buildings.,drawers,furniture,3
a piano is found in buildings.,piano,furniture,3
a cushion is found in buildings.,cushion,furniture,3
a magazine rack is found in buildings.,magazine rack,furniture,3
a hi-fi is found in buildings.,hi-fi,furniture,3
a cupboard is found in buildings.,cupboard,furniture,3
a stereo is found in buildings.,stereo,furniture,3
a mirror is found in buildings.,mirror,furniture,3
a television is found in buildings.,television,furniture,3
a bar is found in buildings.,bar,furniture,3
a shelf is found in buildings.,shelf,furniture,3
a rug is found in buildings.,rug,furniture,3
a pillow is found in buildings.,pillow,furniture,3
a wastebasket is found in buildings.,wastebasket,furniture,3
a radio is found in buildings.,radio,furniture,3
a sewing machine is found in buildings.,sewing machine,furniture,3
a stove is found in buildings.,stove,furniture,3
a counter is found in buildings.,counter,furniture,3
a clock is found in buildings.,clock,furniture,3
drapes are found in buildings.,drapes,furniture,3
a refrigerator is found in buildings.,refrigerator,furniture,3
a picture is found in buildings.,picture,furniture,3
a closet is found in buildings.,closet,furniture,3
a vase is found in buildings.,vase,furniture,3
an ashtray is found in buildings.,ashtray,furniture,3
a fan is found in buildings.,fan,furniture,3
a telephone is found in buildings.,telephone,furniture,3
a chair is made of wood.,chair,furniture,4
a sofa is made of wood.,sofa,furniture,4
a couch is made of wood.,couch,furniture,4
a table is made of wood.,table,furniture,4
an easy chair is made of wood.,easy chair,furniture,4
a dresser is made of wood.,dresser,furniture,4
a rocking chair is made of wood.,rocking chair,furniture,4
a coffee table is made of wood.,coffee table,furniture,4
a rocker is made of wood.,rocker,furniture,4
a love seat is made of wood.,love seat,furniture,4
chest of drawers are made of wood.,chest of drawers,furniture,4
a desk is made of wood.,desk,furniture,4
a bed is made of wood.,bed,furniture,4
a bureau is made of wood.,bureau,furniture,4
a davenport is made of wood.,davenport,furniture,4
an end table is made of wood.,end table,furniture,4
a divan is made of wood.,divan,furniture,4
a night table is made of wood.,night table,furniture,4
a chest is made of wood.,chest,furniture,4
a cedar chest is made of wood.,cedar chest,furniture,4
a vanity is made of wood.,vanity,furniture,4
a bookcase is made of wood.,bookcase,furniture,4
a lounge is made of wood.,lounge,furniture,4
a chaise lounge is made of wood.,chaise lounge,furniture,4
an ottoman is made of wood.,ottoman,furniture,4
a footstool is made of wood.,footstool,furniture,4
a cabinet is made of wood.,cabinet,furniture,4
a china closet is made of wood.,china closet,furniture,4
a bench is made of wood.,bench,furniture,4
a buffet is made of wood.,buffet,furniture,4
a lamp is made of wood.,lamp,furniture,4
a stool is made of wood.,stool,furniture,4
a hassock is made of wood.,hassock,furniture,4
drawers are made of wood.,drawers,furniture,4
a piano is made of wood.,piano,furniture,4
a cushion is made of wood.,cushion,furniture,4
a magazine rack is made of wood.,magazine rack,furniture,4
a hi-fi is made of wood.,hi-fi,furniture,4
a cupboard is made of wood.,cupboard,furniture,4
a stereo is made of wood.,stereo,furniture,4
a mirror is made of wood.,mirror,furniture,4
a television is made of wood.,television,furniture,4
a bar is made of wood.,bar,furniture,4
a shelf is made of wood.,shelf,furniture,4
a rug is made of wood.,rug,furniture,4
a pillow is made of wood.,pillow,furniture,4
a wastebasket is made of wood.,wastebasket,furniture,4
a radio is made of wood.,radio,furniture,4
a sewing machine is made of wood.,sewing machine,furniture,4
a stove is made of wood.,stove,furniture,4
a counter is made of wood.,counter,furniture,4
a clock is made of wood.,clock,furniture,4
drapes are made of wood.,drapes,furniture,4
a refrigerator is made of wood.,refrigerator,furniture,4
a picture is made of wood.,picture,furniture,4
a closet is made of wood.,closet,furniture,4
a vase is made of wood.,vase,furniture,4
an ashtray is made of wood.,ashtray,furniture,4
a fan is made of wood.,fan,furniture,4
a telephone is made of wood.,telephone,furniture,4
a chair is for sitting on or in.,chair,furniture,5
a sofa is for sitting on or in.,sofa,furniture,5
a couch is for sitting on or in.,couch,furniture,5
a table is for sitting on or in.,table,furniture,5
an easy chair is for sitting on or in.,easy chair,furniture,5
a dresser is for sitting on or in.,dresser,furniture,5
a rocking chair is for sitting on or in.,rocking chair,furniture,5
a coffee table is for sitting on or in.,coffee table,furniture,5
a rocker is for sitting on or in.,rocker,furniture,5
a love seat is for sitting on or in.,love seat,furniture,5
chest of drawers are for sitting on or in.,chest of drawers,furniture,5
a desk is for sitting on or in.,desk,furniture,5
a bed is for sitting on or in.,bed,furniture,5
a bureau is for sitting on or in.,bureau,furniture,5
a davenport is for sitting on or in.,davenport,furniture,5
an end table is for sitting on or in.,end table,furniture,5
a divan is for sitting on or in.,divan,furniture,5
a night table is for sitting on or in.,night table,furniture,5
a chest is for sitting on or in.,chest,furniture,5
a cedar chest is for sitting on or in.,cedar chest,furniture,5
a vanity is for sitting on or in.,vanity,furniture,5
a bookcase is for sitting on or in.,bookcase,furniture,5
a lounge is for sitting on or in.,lounge,furniture,5
a chaise lounge is for sitting on or in.,chaise lounge,furniture,5
an ottoman is for sitting on or in.,ottoman,furniture,5
a footstool is for sitting on or in.,footstool,furniture,5
a cabinet is for sitting on or in.,cabinet,furniture,5
a china closet is for sitting on or in.,china closet,furniture,5
a bench is for sitting on or in.,bench,furniture,5
a buffet is for sitting on or in.,buffet,furniture,5
a lamp is for sitting on or in.,lamp,furniture,5
a stool is for sitting on or in.,stool,furniture,5
a hassock is for sitting on or in.,hassock,furniture,5
drawers are for sitting on or in.,drawers,furniture,5
a piano is for sitting on or in.,piano,furniture,5
a cushion is for sitting on or in.,cushion,furniture,5
a magazine rack is for sitting on or in.,magazine rack,furniture,5
a hi-fi is for sitting on or in.,hi-fi,furniture,5
a cupboard is for sitting on or in.,cupboard,furniture,5
a stereo is for sitting on or in.,stereo,furniture,5
a mirror is for sitting on or in.,mirror,furniture,5
a television is for sitting on or in.,television,furniture,5
a bar is for sitting on or in.,bar,furniture,5
a shelf is for sitting on or in.,shelf,furniture,5
a rug is for sitting on or in.,rug,furniture,5
a pillow is for sitting on or in.,pillow,furniture,5
a wastebasket is for sitting on or in.,wastebasket,furniture,5
a radio is for sitting on or in.,radio,furniture,5
a sewing machine is for sitting on or in.,sewing machine,furniture,5
a stove is for sitting on or in.,stove,furniture,5
a counter is for sitting on or in.,counter,furniture,5
a clock is for sitting on or in.,clock,furniture,5
drapes are for sitting on or in.,drapes,furniture,5
a refrigerator is for sitting on or in.,refrigerator,furniture,5
a picture is for sitting on or in.,picture,furniture,5
a closet is for sitting on or in.,closet,furniture,5
a vase is for sitting on or in.,vase,furniture,5
an ashtray is for sitting on or in.,ashtray,furniture,5
a fan is for sitting on or in.,fan,furniture,5
a telephone is for sitting on or in.,telephone,furniture,5
a chair is attractive.,chair,furniture,6
a sofa is attractive.,sofa,furniture,6
a couch is attractive.,couch,furniture,6
a table is attractive.,table,furniture,6
an easy chair is attractive.,easy chair,furniture,6
a dresser is attractive.,dresser,furniture,6
a rocking chair is attractive.,rocking chair,furniture,6
a coffee table is attractive.,coffee table,furniture,6
a rocker is attractive.,rocker,furniture,6
a love seat is attractive.,love seat,furniture,6
chest of drawers are attractive.,chest of drawers,furniture,6
a desk is attractive.,desk,furniture,6
a bed is attractive.,bed,furniture,6
a bureau is attractive.,bureau,furniture,6
a davenport is attractive.,davenport,furniture,6
an end table is attractive.,end table,furniture,6
a divan is attractive.,divan,furniture,6
a night table is attractive.,night table,furniture,6
a chest is attractive.,chest,furniture,6
a cedar chest is attractive.,cedar chest,furniture,6
a vanity is attractive.,vanity,furniture,6
a bookcase is attractive.,bookcase,furniture,6
a lounge is attractive.,lounge,furniture,6
a chaise lounge is attractive.,chaise lounge,furniture,6
an ottoman is attractive.,ottoman,furniture,6
a footstool is attractive.,footstool,furniture,6
a cabinet is attractive.,cabinet,furniture,6
a china closet is attractive.,china closet,furniture,6
a bench is attractive.,bench,furniture,6
a buffet is attractive.,buffet,furniture,6
a lamp is attractive.,lamp,furniture,6
a stool is attractive.,stool,furniture,6
a hassock is attractive.,hassock,furniture,6
drawers are attractive.,drawers,furniture,6
a piano is attractive.,piano,furniture,6
a cushion is attractive.,cushion,furniture,6
a magazine rack is attractive.,magazine rack,furniture,6
a hi-fi is attractive.,hi-fi,furniture,6
a cupboard is attractive.,cupboard,furniture,6
a stereo is attractive.,stereo,furniture,6
a mirror is attractive.,mirror,furniture,6
a television is attractive.,television,furniture,6
a bar is attractive.,bar,furniture,6
a shelf is attractive.,shelf,furniture,6
a rug is attractive.,rug,furniture,6
a pillow is attractive.,pillow,furniture,6
a wastebasket is attractive.,wastebasket,furniture,6
a radio is attractive.,radio,furniture,6
a sewing machine is attractive.,sewing machine,furniture,6
a stove is attractive.,stove,furniture,6
a counter is attractive.,counter,furniture,6
a clock is attractive.,clock,furniture,6
drapes are attractive.,drapes,furniture,6
a refrigerator is attractive.,refrigerator,furniture,6
a picture is attractive.,picture,furniture,6
a closet is attractive.,closet,furniture,6
a vase is attractive.,vase,furniture,6
an ashtray is attractive.,ashtray,furniture,6
a fan is attractive.,fan,furniture,6
a telephone is attractive.,telephone,furniture,6
"a chair is for comfort, convenience or satisfaction.",chair,furniture,7
"a sofa is for comfort, convenience or satisfaction.",sofa,furniture,7
"a couch is for comfort, convenience or satisfaction.",couch,furniture,7
"a table is for comfort, convenience or satisfaction.",table,furniture,7
"an easy chair is for comfort, convenience or satisfaction.",easy chair,furniture,7
"a dresser is for comfort, convenience or satisfaction.",dresser,furniture,7
"a rocking chair is for comfort, convenience or satisfaction.",rocking chair,furniture,7
"a coffee table is for comfort, convenience or satisfaction.",coffee table,furniture,7
"a rocker is for comfort, convenience or satisfaction.",rocker,furniture,7
"a love seat is for comfort, convenience or satisfaction.",love seat,furniture,7
"chest of drawers are for comfort, convenience or satisfaction.",chest of drawers,furniture,7
"a desk is for comfort, convenience or satisfaction.",desk,furniture,7
"a bed is for comfort, convenience or satisfaction.",bed,furniture,7
"a bureau is for comfort, convenience or satisfaction.",bureau,furniture,7
"a davenport is for comfort, convenience or satisfaction.",davenport,furniture,7
"an end table is for comfort, convenience or satisfaction.",end table,furniture,7
"a divan is for comfort, convenience or satisfaction.",divan,furniture,7
"a night table is for comfort, convenience or satisfaction.",night table,furniture,7
"a chest is for comfort, convenience or satisfaction.",chest,furniture,7
"a cedar chest is for comfort, convenience or satisfaction.",cedar chest,furniture,7
"a vanity is for comfort, convenience or satisfaction.",vanity,furniture,7
"a bookcase is for comfort, convenience or satisfaction.",bookcase,furniture,7
"a lounge is for comfort, convenience or satisfaction.",lounge,furniture,7
"a chaise lounge is for comfort, convenience or satisfaction.",chaise lounge,furniture,7
"an ottoman is for comfort, convenience or satisfaction.",ottoman,furniture,7
"a footstool is for comfort, convenience or satisfaction.",footstool,furniture,7
"a cabinet is for comfort, convenience or satisfaction.",cabinet,furniture,7
"a china closet is for comfort, convenience or satisfaction.",china closet,furniture,7
"a bench is for comfort, convenience or satisfaction.",bench,furniture,7
"a buffet is for comfort, convenience or satisfaction.",buffet,furniture,7
"a lamp is for comfort, convenience or satisfaction.",lamp,furniture,7
"a stool is for comfort, convenience or satisfaction.",stool,furniture,7
"a hassock is for comfort, convenience or satisfaction.",hassock,furniture,7
"drawers are for comfort, convenience or satisfaction.",drawers,furniture,7
"a piano is for comfort, convenience or satisfaction.",piano,furniture,7
"a cushion is for comfort, convenience or satisfaction.",cushion,furniture,7
"a magazine rack is for comfort, convenience or satisfaction.",magazine rack,furniture,7
"a hi-fi is for comfort, convenience or satisfaction.",hi-fi,furniture,7
"a cupboard is for comfort, convenience or satisfaction.",cupboard,furniture,7
"a stereo is for comfort, convenience or satisfaction.",stereo,furniture,7
"a mirror is for comfort, convenience or satisfaction.",mirror,furniture,7
"a television is for comfort, convenience or satisfaction.",television,furniture,7
"a bar is for comfort, convenience or satisfaction.",bar,furniture,7
"a shelf is for comfort, convenience or satisfaction.",shelf,furniture,7
"a rug is for comfort, convenience or satisfaction.",rug,furniture,7
"a pillow is for comfort, convenience or satisfaction.",pillow,furniture,7
"a wastebasket is for comfort, convenience or satisfaction.",wastebasket,furniture,7
"a radio is for comfort, convenience or satisfaction.",radio,furniture,7
"a sewing machine is for comfort, convenience or satisfaction.",sewing machine,furniture,7
"a stove is for comfort, convenience or satisfaction.",stove,furniture,7
"a counter is for comfort, convenience or satisfaction.",counter,furniture,7
"a clock is for comfort, convenience or satisfaction.",clock,furniture,7
"drapes are for comfort, convenience or satisfaction.",drapes,furniture,7
"a refrigerator is for comfort, convenience or satisfaction.",refrigerator,furniture,7
"a picture is for comfort, convenience or satisfaction.",picture,furniture,7
"a closet is for comfort, convenience or satisfaction.",closet,furniture,7
"a vase is for comfort, convenience or satisfaction.",vase,furniture,7
"an ashtray is for comfort, convenience or satisfaction.",ashtray,furniture,7
"a fan is for comfort, convenience or satisfaction.",fan,furniture,7
"a telephone is for comfort, convenience or satisfaction.",telephone,furniture,7
a chair is found in the home.,chair,furniture,8
a sofa is found in the home.,sofa,furniture,8
a couch is found in the home.,couch,furniture,8
a table is found in the home.,table,furniture,8
an easy chair is found in the home.,easy chair,furniture,8
a dresser is found in the home.,dresser,furniture,8
a rocking chair is found in the home.,rocking chair,furniture,8
a coffee table is found in the home.,coffee table,furniture,8
a rocker is found in the home.,rocker,furniture,8
a love seat is found in the home.,love seat,furniture,8
