premise,conclusion,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,params,model
Shotguns can be blicked.,All weapons can be blicked.,shotgun,weapon,can be,Shotguns,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Shotguns can be gyred.,All weapons can be gyred.,shotgun,weapon,can be,Shotguns,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Shotguns can be gimbled.,All weapons can be gimbled.,shotgun,weapon,can be,Shotguns,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Shotguns are beamish.,All weapons are beamish.,shotgun,weapon,are,Shotguns,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Shotguns are slithy.,All weapons are slithy.,shotgun,weapon,are,Shotguns,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Shotguns are mimsy.,All weapons are mimsy.,shotgun,weapon,are,Shotguns,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Shotguns are vorpal.,All weapons are vorpal.,shotgun,weapon,are,Shotguns,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Shotguns are frabjous.,All weapons are frabjous.,shotgun,weapon,are,Shotguns,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Shotguns use a wug.,All weapons use a wug.,shotgun,weapon,use a,Shotguns,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Shotguns use a fep.,All weapons use a fep.,shotgun,weapon,use a,Shotguns,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Shotguns use a blicket.,All weapons use a blicket.,shotgun,weapon,use a,Shotguns,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Shotguns use a jabberwock.,All weapons use a jabberwock.,shotgun,weapon,use a,Shotguns,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Shotguns use a tove.,All weapons use a tove.,shotgun,weapon,use a,Shotguns,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Shotguns have wugs.,All weapons have wugs.,shotgun,weapon,have,Shotguns,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Shotguns have feps.,All weapons have feps.,shotgun,weapon,have,Shotguns,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Shotguns have blickets.,All weapons have blickets.,shotgun,weapon,have,Shotguns,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Shotguns have jabberwocks.,All weapons have jabberwocks.,shotgun,weapon,have,Shotguns,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Shotguns have toves.,All weapons have toves.,shotgun,weapon,have,Shotguns,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Swords can dax.,All weapons can dax.,sword,weapon,can,Swords,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Swords can wif.,All weapons can wif.,sword,weapon,can,Swords,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Swords can blick.,All weapons can blick.,sword,weapon,can,Swords,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Swords can gyre.,All weapons can gyre.,sword,weapon,can,Swords,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Swords can gimble.,All weapons can gimble.,sword,weapon,can,Swords,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Swords can be daxed.,All weapons can be daxed.,sword,weapon,can be,Swords,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Swords can be wiffed.,All weapons can be wiffed.,sword,weapon,can be,Swords,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Swords can be blicked.,All weapons can be blicked.,sword,weapon,can be,Swords,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Swords can be gyred.,All weapons can be gyred.,sword,weapon,can be,Swords,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Swords can be gimbled.,All weapons can be gimbled.,sword,weapon,can be,Swords,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Swords are beamish.,All weapons are beamish.,sword,weapon,are,Swords,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Swords are slithy.,All weapons are slithy.,sword,weapon,are,Swords,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Swords are mimsy.,All weapons are mimsy.,sword,weapon,are,Swords,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Swords are vorpal.,All weapons are vorpal.,sword,weapon,are,Swords,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Swords are frabjous.,All weapons are frabjous.,sword,weapon,are,Swords,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Swords use a wug.,All weapons use a wug.,sword,weapon,use a,Swords,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Swords use a fep.,All weapons use a fep.,sword,weapon,use a,Swords,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Swords use a blicket.,All weapons use a blicket.,sword,weapon,use a,Swords,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Swords use a jabberwock.,All weapons use a jabberwock.,sword,weapon,use a,Swords,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Swords use a tove.,All weapons use a tove.,sword,weapon,use a,Swords,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Swords have wugs.,All weapons have wugs.,sword,weapon,have,Swords,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Swords have feps.,All weapons have feps.,sword,weapon,have,Swords,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Swords have blickets.,All weapons have blickets.,sword,weapon,have,Swords,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Swords have jabberwocks.,All weapons have jabberwocks.,sword,weapon,have,Swords,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Swords have toves.,All weapons have toves.,sword,weapon,have,Swords,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Bombs can dax.,All weapons can dax.,bomb,weapon,can,Bombs,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Bombs can wif.,All weapons can wif.,bomb,weapon,can,Bombs,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Bombs can blick.,All weapons can blick.,bomb,weapon,can,Bombs,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Bombs can gyre.,All weapons can gyre.,bomb,weapon,can,Bombs,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Bombs can gimble.,All weapons can gimble.,bomb,weapon,can,Bombs,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Bombs can be daxed.,All weapons can be daxed.,bomb,weapon,can be,Bombs,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Bombs can be wiffed.,All weapons can be wiffed.,bomb,weapon,can be,Bombs,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Bombs can be blicked.,All weapons can be blicked.,bomb,weapon,can be,Bombs,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Bombs can be gyred.,All weapons can be gyred.,bomb,weapon,can be,Bombs,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Bombs can be gimbled.,All weapons can be gimbled.,bomb,weapon,can be,Bombs,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Bombs are beamish.,All weapons are beamish.,bomb,weapon,are,Bombs,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Bombs are slithy.,All weapons are slithy.,bomb,weapon,are,Bombs,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Bombs are mimsy.,All weapons are mimsy.,bomb,weapon,are,Bombs,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Bombs are vorpal.,All weapons are vorpal.,bomb,weapon,are,Bombs,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Bombs are frabjous.,All weapons are frabjous.,bomb,weapon,are,Bombs,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Bombs use a wug.,All weapons use a wug.,bomb,weapon,use a,Bombs,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Bombs use a fep.,All weapons use a fep.,bomb,weapon,use a,Bombs,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Bombs use a blicket.,All weapons use a blicket.,bomb,weapon,use a,Bombs,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Bombs use a jabberwock.,All weapons use a jabberwock.,bomb,weapon,use a,Bombs,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Bombs use a tove.,All weapons use a tove.,bomb,weapon,use a,Bombs,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Bombs have wugs.,All weapons have wugs.,bomb,weapon,have,Bombs,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Bombs have feps.,All weapons have feps.,bomb,weapon,have,Bombs,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Bombs have blickets.,All weapons have blickets.,bomb,weapon,have,Bombs,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Bombs have jabberwocks.,All weapons have jabberwocks.,bomb,weapon,have,Bombs,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Bombs have toves.,All weapons have toves.,bomb,weapon,have,Bombs,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Hand grenades can dax.,All weapons can dax.,hand grenade,weapon,can,Hand grenades,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Hand grenades can wif.,All weapons can wif.,hand grenade,weapon,can,Hand grenades,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Hand grenades can blick.,All weapons can blick.,hand grenade,weapon,can,Hand grenades,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Hand grenades can gyre.,All weapons can gyre.,hand grenade,weapon,can,Hand grenades,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Hand grenades can gimble.,All weapons can gimble.,hand grenade,weapon,can,Hand grenades,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Hand grenades can be daxed.,All weapons can be daxed.,hand grenade,weapon,can be,Hand grenades,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Hand grenades can be wiffed.,All weapons can be wiffed.,hand grenade,weapon,can be,Hand grenades,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Hand grenades can be blicked.,All weapons can be blicked.,hand grenade,weapon,can be,Hand grenades,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Hand grenades can be gyred.,All weapons can be gyred.,hand grenade,weapon,can be,Hand grenades,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Hand grenades can be gimbled.,All weapons can be gimbled.,hand grenade,weapon,can be,Hand grenades,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Hand grenades are beamish.,All weapons are beamish.,hand grenade,weapon,are,Hand grenades,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Hand grenades are slithy.,All weapons are slithy.,hand grenade,weapon,are,Hand grenades,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Hand grenades are mimsy.,All weapons are mimsy.,hand grenade,weapon,are,Hand grenades,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Hand grenades are vorpal.,All weapons are vorpal.,hand grenade,weapon,are,Hand grenades,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Hand grenades are frabjous.,All weapons are frabjous.,hand grenade,weapon,are,Hand grenades,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Hand grenades use a wug.,All weapons use a wug.,hand grenade,weapon,use a,Hand grenades,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Hand grenades use a fep.,All weapons use a fep.,hand grenade,weapon,use a,Hand grenades,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Hand grenades use a blicket.,All weapons use a blicket.,hand grenade,weapon,use a,Hand grenades,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Hand grenades use a jabberwock.,All weapons use a jabberwock.,hand grenade,weapon,use a,Hand grenades,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Hand grenades use a tove.,All weapons use a tove.,hand grenade,weapon,use a,Hand grenades,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Hand grenades have wugs.,All weapons have wugs.,hand grenade,weapon,have,Hand grenades,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Hand grenades have feps.,All weapons have feps.,hand grenade,weapon,have,Hand grenades,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Hand grenades have blickets.,All weapons have blickets.,hand grenade,weapon,have,Hand grenades,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Hand grenades have jabberwocks.,All weapons have jabberwocks.,hand grenade,weapon,have,Hand grenades,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Hand grenades have toves.,All weapons have toves.,hand grenade,weapon,have,Hand grenades,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Atom bombs can dax.,All weapons can dax.,Atom bomb,weapon,can,Atom bombs,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Atom bombs can wif.,All weapons can wif.,Atom bomb,weapon,can,Atom bombs,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Atom bombs can blick.,All weapons can blick.,Atom bomb,weapon,can,Atom bombs,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Atom bombs can gyre.,All weapons can gyre.,Atom bomb,weapon,can,Atom bombs,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Atom bombs can gimble.,All weapons can gimble.,Atom bomb,weapon,can,Atom bombs,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Atom bombs can be daxed.,All weapons can be daxed.,Atom bomb,weapon,can be,Atom bombs,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Atom bombs can be wiffed.,All weapons can be wiffed.,Atom bomb,weapon,can be,Atom bombs,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Atom bombs can be blicked.,All weapons can be blicked.,Atom bomb,weapon,can be,Atom bombs,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Atom bombs can be gyred.,All weapons can be gyred.,Atom bomb,weapon,can be,Atom bombs,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Atom bombs can be gimbled.,All weapons can be gimbled.,Atom bomb,weapon,can be,Atom bombs,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Atom bombs are beamish.,All weapons are beamish.,Atom bomb,weapon,are,Atom bombs,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Atom bombs are slithy.,All weapons are slithy.,Atom bomb,weapon,are,Atom bombs,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Atom bombs are mimsy.,All weapons are mimsy.,Atom bomb,weapon,are,Atom bombs,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Atom bombs are vorpal.,All weapons are vorpal.,Atom bomb,weapon,are,Atom bombs,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Atom bombs are frabjous.,All weapons are frabjous.,Atom bomb,weapon,are,Atom bombs,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Atom bombs use a wug.,All weapons use a wug.,Atom bomb,weapon,use a,Atom bombs,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Atom bombs use a fep.,All weapons use a fep.,Atom bomb,weapon,use a,Atom bombs,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Atom bombs use a blicket.,All weapons use a blicket.,Atom bomb,weapon,use a,Atom bombs,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Atom bombs use a jabberwock.,All weapons use a jabberwock.,Atom bomb,weapon,use a,Atom bombs,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Atom bombs use a tove.,All weapons use a tove.,Atom bomb,weapon,use a,Atom bombs,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Atom bombs have wugs.,All weapons have wugs.,Atom bomb,weapon,have,Atom bombs,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Atom bombs have feps.,All weapons have feps.,Atom bomb,weapon,have,Atom bombs,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Atom bombs have blickets.,All weapons have blickets.,Atom bomb,weapon,have,Atom bombs,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Atom bombs have jabberwocks.,All weapons have jabberwocks.,Atom bomb,weapon,have,Atom bombs,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Atom bombs have toves.,All weapons have toves.,Atom bomb,weapon,have,Atom bombs,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Bayonets can dax.,All weapons can dax.,bayonet,weapon,can,Bayonets,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Bayonets can wif.,All weapons can wif.,bayonet,weapon,can,Bayonets,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Bayonets can blick.,All weapons can blick.,bayonet,weapon,can,Bayonets,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Bayonets can gyre.,All weapons can gyre.,bayonet,weapon,can,Bayonets,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Bayonets can gimble.,All weapons can gimble.,bayonet,weapon,can,Bayonets,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Bayonets can be daxed.,All weapons can be daxed.,bayonet,weapon,can be,Bayonets,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Bayonets can be wiffed.,All weapons can be wiffed.,bayonet,weapon,can be,Bayonets,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Bayonets can be blicked.,All weapons can be blicked.,bayonet,weapon,can be,Bayonets,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Bayonets can be gyred.,All weapons can be gyred.,bayonet,weapon,can be,Bayonets,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Bayonets can be gimbled.,All weapons can be gimbled.,bayonet,weapon,can be,Bayonets,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Bayonets are beamish.,All weapons are beamish.,bayonet,weapon,are,Bayonets,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Bayonets are slithy.,All weapons are slithy.,bayonet,weapon,are,Bayonets,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Bayonets are mimsy.,All weapons are mimsy.,bayonet,weapon,are,Bayonets,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Bayonets are vorpal.,All weapons are vorpal.,bayonet,weapon,are,Bayonets,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Bayonets are frabjous.,All weapons are frabjous.,bayonet,weapon,are,Bayonets,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Bayonets use a wug.,All weapons use a wug.,bayonet,weapon,use a,Bayonets,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Bayonets use a fep.,All weapons use a fep.,bayonet,weapon,use a,Bayonets,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Bayonets use a blicket.,All weapons use a blicket.,bayonet,weapon,use a,Bayonets,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Bayonets use a jabberwock.,All weapons use a jabberwock.,bayonet,weapon,use a,Bayonets,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Bayonets use a tove.,All weapons use a tove.,bayonet,weapon,use a,Bayonets,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Bayonets have wugs.,All weapons have wugs.,bayonet,weapon,have,Bayonets,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Bayonets have feps.,All weapons have feps.,bayonet,weapon,have,Bayonets,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Bayonets have blickets.,All weapons have blickets.,bayonet,weapon,have,Bayonets,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Bayonets have jabberwocks.,All weapons have jabberwocks.,bayonet,weapon,have,Bayonets,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Bayonets have toves.,All weapons have toves.,bayonet,weapon,have,Bayonets,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Spears can dax.,All weapons can dax.,spear,weapon,can,Spears,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Spears can wif.,All weapons can wif.,spear,weapon,can,Spears,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Spears can blick.,All weapons can blick.,spear,weapon,can,Spears,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Spears can gyre.,All weapons can gyre.,spear,weapon,can,Spears,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Spears can gimble.,All weapons can gimble.,spear,weapon,can,Spears,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Spears can be daxed.,All weapons can be daxed.,spear,weapon,can be,Spears,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Spears can be wiffed.,All weapons can be wiffed.,spear,weapon,can be,Spears,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Spears can be blicked.,All weapons can be blicked.,spear,weapon,can be,Spears,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Spears can be gyred.,All weapons can be gyred.,spear,weapon,can be,Spears,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Spears can be gimbled.,All weapons can be gimbled.,spear,weapon,can be,Spears,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Spears are beamish.,All weapons are beamish.,spear,weapon,are,Spears,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Spears are slithy.,All weapons are slithy.,spear,weapon,are,Spears,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Spears are mimsy.,All weapons are mimsy.,spear,weapon,are,Spears,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Spears are vorpal.,All weapons are vorpal.,spear,weapon,are,Spears,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Spears are frabjous.,All weapons are frabjous.,spear,weapon,are,Spears,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Spears use a wug.,All weapons use a wug.,spear,weapon,use a,Spears,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Spears use a fep.,All weapons use a fep.,spear,weapon,use a,Spears,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Spears use a blicket.,All weapons use a blicket.,spear,weapon,use a,Spears,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Spears use a jabberwock.,All weapons use a jabberwock.,spear,weapon,use a,Spears,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Spears use a tove.,All weapons use a tove.,spear,weapon,use a,Spears,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Spears have wugs.,All weapons have wugs.,spear,weapon,have,Spears,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Spears have feps.,All weapons have feps.,spear,weapon,have,Spears,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Spears have blickets.,All weapons have blickets.,spear,weapon,have,Spears,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Spears have jabberwocks.,All weapons have jabberwocks.,spear,weapon,have,Spears,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Spears have toves.,All weapons have toves.,spear,weapon,have,Spears,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Bazookas can dax.,All weapons can dax.,bazooka,weapon,can,Bazookas,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Bazookas can wif.,All weapons can wif.,bazooka,weapon,can,Bazookas,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Bazookas can blick.,All weapons can blick.,bazooka,weapon,can,Bazookas,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Bazookas can gyre.,All weapons can gyre.,bazooka,weapon,can,Bazookas,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Bazookas can gimble.,All weapons can gimble.,bazooka,weapon,can,Bazookas,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
Bazookas can be daxed.,All weapons can be daxed.,bazooka,weapon,can be,Bazookas,weapons,2,1,-19.40205379575491,-17.755037307739258,0,5gram
Bazookas can be wiffed.,All weapons can be wiffed.,bazooka,weapon,can be,Bazookas,weapons,2,2,-19.40205379575491,-17.755037307739258,0,5gram
Bazookas can be blicked.,All weapons can be blicked.,bazooka,weapon,can be,Bazookas,weapons,2,3,-19.40205379575491,-17.755037307739258,0,5gram
Bazookas can be gyred.,All weapons can be gyred.,bazooka,weapon,can be,Bazookas,weapons,2,4,-19.40205379575491,-17.755037307739258,0,5gram
Bazookas can be gimbled.,All weapons can be gimbled.,bazooka,weapon,can be,Bazookas,weapons,2,5,-19.40205379575491,-17.755037307739258,0,5gram
Bazookas are beamish.,All weapons are beamish.,bazooka,weapon,are,Bazookas,weapons,3,1,-16.73518216609955,-15.797633171081543,0,5gram
Bazookas are slithy.,All weapons are slithy.,bazooka,weapon,are,Bazookas,weapons,3,2,-17.915366411209106,-16.97781753540039,0,5gram
Bazookas are mimsy.,All weapons are mimsy.,bazooka,weapon,are,Bazookas,weapons,3,3,-17.915366411209106,-16.97781753540039,0,5gram
Bazookas are vorpal.,All weapons are vorpal.,bazooka,weapon,are,Bazookas,weapons,3,4,-17.915366411209106,-16.97781753540039,0,5gram
Bazookas are frabjous.,All weapons are frabjous.,bazooka,weapon,are,Bazookas,weapons,3,5,-17.915366411209106,-16.97781753540039,0,5gram
Bazookas use a wug.,All weapons use a wug.,bazooka,weapon,use a,Bazookas,weapons,4,1,-20.544041633605957,-20.174406051635742,0,5gram
Bazookas use a fep.,All weapons use a fep.,bazooka,weapon,use a,Bazookas,weapons,4,2,-19.41008746623993,-19.04045295715332,0,5gram
Bazookas use a blicket.,All weapons use a blicket.,bazooka,weapon,use a,Bazookas,weapons,4,3,-20.544041633605957,-20.174406051635742,0,5gram
Bazookas use a jabberwock.,All weapons use a jabberwock.,bazooka,weapon,use a,Bazookas,weapons,4,4,-19.560484051704407,-19.19084930419922,0,5gram
Bazookas use a tove.,All weapons use a tove.,bazooka,weapon,use a,Bazookas,weapons,4,5,-19.864930987358093,-19.495296478271484,0,5gram
Bazookas have wugs.,All weapons have wugs.,bazooka,weapon,have,Bazookas,weapons,5,1,-18.4050155878067,-17.458621978759766,0,5gram
Bazookas have feps.,All weapons have feps.,bazooka,weapon,have,Bazookas,weapons,5,2,-18.4050155878067,-17.458621978759766,0,5gram
Bazookas have blickets.,All weapons have blickets.,bazooka,weapon,have,Bazookas,weapons,5,3,-18.4050155878067,-17.458621978759766,0,5gram
Bazookas have jabberwocks.,All weapons have jabberwocks.,bazooka,weapon,have,Bazookas,weapons,5,4,-18.4050155878067,-17.458621978759766,0,5gram
Bazookas have toves.,All weapons have toves.,bazooka,weapon,have,Bazookas,weapons,5,5,-18.4050155878067,-17.458621978759766,0,5gram
Cannons can dax.,All weapons can dax.,cannon,weapon,can,Cannons,weapons,1,1,-18.118728518486023,-17.153520584106445,0,5gram
Cannons can wif.,All weapons can wif.,cannon,weapon,can,Cannons,weapons,1,2,-19.42230975627899,-18.457101821899414,0,5gram
Cannons can blick.,All weapons can blick.,cannon,weapon,can,Cannons,weapons,1,3,-18.309303522109985,-17.34409523010254,0,5gram
Cannons can gyre.,All weapons can gyre.,cannon,weapon,can,Cannons,weapons,1,4,-18.376824855804443,-17.4116153717041,0,5gram
Cannons can gimble.,All weapons can gimble.,cannon,weapon,can,Cannons,weapons,1,5,-19.42230975627899,-18.457101821899414,0,5gram
